"from","to","edge","weight_mean","weight_lQ","weight_uQ","pct_disc_mean","pct_disc_lQ","pct_disc_uQ","pct_breach_mean","pct_breach_lQ","pct_breach_uQ"
"Meas post arrival","RESUS","Meas post arrival~RESUS",2.27450980392157,1,3,0.214052287581699,0,0.4,1,1,1
"OTF","Discharged","OTF~Discharged",2.13793103448276,1,2,0,0,0,1,1,1
"UTC","MAJORS","UTC~MAJORS",2.09375,1,3,0.563541666666667,0.15,1,1,1,1
"Arrived","DIAGNOSTICS","Arrived~DIAGNOSTICS",2,1.5,2.5,0.833333333333333,0.75,0.916666666666667,1,1,1
"RAT","TRIAGE Return","RAT~TRIAGE Return",1.9,1,2,0.656111111111111,0.5,1,1,1,1
"Meas post arrival","UTC","Meas post arrival~UTC",1.89473684210526,1,2,0.56140350877193,0,1,1,1,1
"UTC","TRIAGE","UTC~TRIAGE",1.71428571428571,1,1,0.56547619047619,0,1,1,1,1
"Meas post arrival","MAJORS","Meas post arrival~MAJORS",1.63333333333333,1,2,0.766666666666667,0.666666666666667,1,1,1,1
"RAT","TAF","RAT~TAF",1.60714285714286,1,2,1,1,1,1,1,1
"TRIAGE","RESUS","TRIAGE~RESUS",1.59375,1,2,0.354166666666667,0,0.5,1,1,1
"TRIAGE","Admitted","TRIAGE~Admitted",1.58333333333333,1,2,0.0277777777777778,0,0,1,1,1
"TRIAGE Return","Discharged","TRIAGE Return~Discharged",1.5625,1,2,1,1,1,1,1,1
"RAT","DIAGNOSTICS","RAT~DIAGNOSTICS",1.5,1.25,1.75,1,1,1,1,1,1
"RESUS","TRIAGE","RESUS~TRIAGE",1.5,1.25,1.75,1,1,1,1,1,1
"UTC","WAITING ROOM","UTC~WAITING ROOM",1.5,1.25,1.75,0.75,0.625,0.875,1,1,1
"WAITING ROOM","TRIAGE Return","WAITING ROOM~TRIAGE Return",1.5,1.25,1.75,0.75,0.625,0.875,1,1,1
"Arrived","UTC","Arrived~UTC",1.45454545454545,1,2,0.818181818181818,1,1,1,1,1
"UTC","TRIAGE Return","UTC~TRIAGE Return",1.45454545454545,1,2,0.772727272727273,0.5,1,1,1,1
"TRIAGE","OTF","TRIAGE~OTF",1.44444444444444,1,1,0,0,0,1,1,1
"MAJORS","OTF","MAJORS~OTF",1.43478260869565,1,2,0,0,0,1,1,1
"Meas pre arrival","Arrived","Meas pre arrival~Arrived",1.40625,1,2,0.265625,0,0.5,1,1,1
"Arrived","MAJORS","Arrived~MAJORS",1.39285714285714,1,2,0.511904761904762,0,1,1,1,1
"RAT","Discharged","RAT~Discharged",1.375,1,1.25,1,1,1,1,1,1
"TRIAGE Return","UTC","TRIAGE Return~UTC",1.35714285714286,1,1.25,0.635714285714286,0,1,1,1,1
"MAJORS","UTC","MAJORS~UTC",1.31818181818182,1,1,0.647727272727273,0,1,1,1,1
"RESUS","RAT","RESUS~RAT",1.3,1,1,0.4,0,1,1,1,1
"TRIAGE Return","MAJORS","TRIAGE Return~MAJORS",1.3,1,1,0.566666666666667,0,1,1,1,1
"UTC","OTF","UTC~OTF",1.27272727272727,1,1.5,0,0,0,1,1,1
"DIAGNOSTICS","UTC","DIAGNOSTICS~UTC",1.25,1,1.25,0.75,0.75,1,1,1,1
"UTC","RAT","UTC~RAT",1.21052631578947,1,1,0.657894736842105,0,1,1,1,1
"MAJORS","TRIAGE","MAJORS~TRIAGE",1.16666666666667,1,1,0.75,0.625,1,1,1,1
"RESUS","Discharged","RESUS~Discharged",1.10344827586207,1,1,1,1,1,1,1,1
"TAF","MAJORS","TAF~MAJORS",1.05555555555556,1,1,0.722222222222222,0.25,1,1,1,1
"Arrived","OTF","Arrived~OTF",1,1,1,0,0,0,1,1,1
"DIAGNOSTICS","Discharged","DIAGNOSTICS~Discharged",1,1,1,1,1,1,1,1,1
"DIAGNOSTICS","RAT","DIAGNOSTICS~RAT",1,1,1,0,0,0,1,1,1
"MAJORS","DIAGNOSTICS","MAJORS~DIAGNOSTICS",1,1,1,1,1,1,1,1,1
"MAJORS","TRIAGE Return","MAJORS~TRIAGE Return",1,1,1,1,1,1,1,1,1
"MAJORS","WAITING ROOM","MAJORS~WAITING ROOM",1,1,1,0.333333333333333,0,0.5,1,1,1
"Meas post arrival","Arrived","Meas post arrival~Arrived",1,1,1,0,0,0,1,1,1
"Meas post arrival","Discharged","Meas post arrival~Discharged",1,1,1,1,1,1,1,1,1
"Meas post arrival","OTF","Meas post arrival~OTF",1,1,1,0,0,0,1,1,1
"Meas post arrival","TAF","Meas post arrival~TAF",1,1,1,0.666666666666667,0.5,1,1,1,1
"Meas pre arrival","Meas post arrival","Meas pre arrival~Meas post arrival",1,1,1,0,0,0,1,1,1
"RAT","Admitted","RAT~Admitted",1,1,1,0,0,0,1,1,1
"RAT","OTF","RAT~OTF",1,1,1,0,0,0,1,1,1
"RAT","WAITING ROOM","RAT~WAITING ROOM",1,1,1,0.25,0,0.25,1,1,1
"RESUS","TAF","RESUS~TAF",1,1,1,1,1,1,1,1,1
"RESUS","UTC","RESUS~UTC",1,1,1,1,1,1,1,1,1
"RESUS","Waiting","RESUS~Waiting",1,1,1,0,0,0,1,1,1
"RESUS","WAITING ROOM","RESUS~WAITING ROOM",1,1,1,1,1,1,1,1,1
"TAF","Admitted","TAF~Admitted",1,1,1,0,0,0,1,1,1
"TAF","OTF","TAF~OTF",1,1,1,0,0,0,1,1,1
"TAF","RAT","TAF~RAT",1,1,1,0.833333333333333,1,1,1,1,1
"TAF","RESUS","TAF~RESUS",1,1,1,1,1,1,1,1,1
"TAF","TRIAGE Return","TAF~TRIAGE Return",1,1,1,1,1,1,1,1,1
"TRIAGE","TAF","TRIAGE~TAF",1,1,1,1,1,1,1,1,1
"TRIAGE Return","Admitted","TRIAGE Return~Admitted",1,1,1,0.111111111111111,0,0,1,1,1
"TRIAGE Return","OTF","TRIAGE Return~OTF",1,1,1,0,0,0,1,1,1
"TRIAGE Return","RAT","TRIAGE Return~RAT",1,1,1,1,1,1,1,1,1
"UTC","DIAGNOSTICS","UTC~DIAGNOSTICS",1,1,1,0.8,1,1,1,1,1
"UTC","RESUS","UTC~RESUS",1,1,1,0.5,0,1,1,1,1
"UTC","TAF","UTC~TAF",1,1,1,1,1,1,1,1,1
"Waiting","RESUS","Waiting~RESUS",1,1,1,0,0,0,1,1,1
"WAITING ROOM","Admitted","WAITING ROOM~Admitted",1,1,1,0,0,0,1,1,1
"WAITING ROOM","MAJORS","WAITING ROOM~MAJORS",1,1,1,0.5,0.25,0.75,1,1,1
"WAITING ROOM","RAT","WAITING ROOM~RAT",1,1,1,0,0,0,1,1,1
"WAITING ROOM","RESUS","WAITING ROOM~RESUS",1,1,1,1,1,1,1,1,1
"WAITING ROOM","TRIAGE","WAITING ROOM~TRIAGE",1,1,1,0.5,0.25,0.75,1,1,1
"WAITING ROOM","UTC","WAITING ROOM~UTC",1,1,1,1,1,1,1,1,1
